Total CGPA,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,certifications,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies?,Type of company want to settle in?,interested in games,Interested Type of Books,Salary Range Expected,Gentle or Tuff behaviour?,Management or Technical,worked in teams ever?,Introvert
7.222222222222223,5,3,3,6,yes,no,distro making,poor,medium,cloud computing,testing,higherstudies,Web Services,no,Health,salary,gentle,Technical,yes,yes
7.855555555555556,8,0,2,3,no,no,distro making,poor,excellent,Management,Business process analyst,higherstudies,Web Services,yes,Art,Work,gentle,Technical,yes,yes
7.7,4,0,6,2,yes,no,information security,excellent,excellent,hacking,testing,higherstudies,BPA,yes,Self help,salary,gentle,Management,yes,yes
7.666666666666667,6,6,1,3,yes,yes,distro making,excellent,excellent,Computer Architecture,testing,job,Web Services,yes,Comics,salary,stubborn,Technical,no,no
7.611111111111112,6,0,1,9,no,yes,r programming,medium,excellent,networks,cloud computing,higherstudies,Service Based,yes,Trilogy,salary,stubborn,Management,no,yes
7.644444444444444,9,4,7,4,no,yes,full stack,poor,poor,Management,developer,job,Sales and Marketing,yes,Math,Work,gentle,Technical,no,yes
7.688888888888888,4,5,6,8,yes,no,information security,excellent,excellent,cloud computing,security,job,Service Based,yes,Guide,salary,gentle,Management,no,yes
7.344444444444444,7,6,2,3,yes,no,information security,excellent,medium,Software Engineering,security,job,product development,yes,Horror,salary,stubborn,Technical,no,no
7.833333333333333,2,4,8,1,no,no,app development,excellent,poor,Software Engineering,system developer,job,Cloud Services,yes,Poetry,salary,stubborn,Technical,no,no
7.433333333333333,8,2,2,3,yes,yes,hadoop,excellent,excellent,networks,system developer,higherstudies,Sales and Marketing,yes,Science,Work,stubborn,Technical,yes,yes
7.477777777777777,1,2,8,4,yes,no,hadoop,medium,medium,Computer Architecture,testing,higherstudies,Testing and Maintainance Services,no,Satire,Work,gentle,Technical,no,yes
7.5,1,2,5,2,yes,yes,hadoop,medium,medium,Management,testing,higherstudies,Finance,yes,Cookbooks,salary,stubborn,Technical,no,yes
7.677777777777777,7,5,1,9,no,no,full stack,poor,medium,cloud computing,developer,higherstudies,Cloud Services,yes,History,Work,gentle,Management,yes,yes
8.011111111111111,9,6,8,1,no,no,shell programming,poor,medium,IOT,system developer,job,Sales and Marketing,no,Horror,Work,stubborn,Technical,yes,yes
8.355555555555556,1,4,4,2,no,yes,python,poor,poor,Management,system developer,job,product development,no,Poetry,salary,gentle,Management,yes,no
7.433333333333333,9,6,8,5,no,yes,hadoop,poor,excellent,parallel computing,Business process analyst,higherstudies,BPA,no,Health,salary,stubborn,Management,yes,no
7.644444444444444,9,5,3,1,yes,no,distro making,poor,poor,Software Engineering,Business process analyst,job,BPA,yes,Anthology,Work,stubborn,Management,no,no
7.522222222222223,7,0,4,1,no,yes,hadoop,medium,medium,IOT,system developer,job,Service Based,yes,Math,salary,gentle,Technical,no,no
7.7555555555555555,1,1,3,3,yes,no,shell programming,medium,medium,networks,system developer,job,Product based,yes,Autobiographies,Work,gentle,Technical,yes,no
8.411111111111111,6,2,2,9,no,no,distro making,excellent,excellent,Software Engineering,security,higherstudies,Web Services,no,Health,salary,stubborn,Management,no,yes
7.722222222222223,1,6,3,2,no,no,information security,medium,excellent,parallel computing,cloud computing,higherstudies,Product based,no,Journals,salary,stubborn,Technical,yes,no
7.388888888888888,8,0,8,7,no,no,information security,medium,medium,parallel computing,security,higherstudies,SAaS services,no,Encyclopedias,salary,gentle,Management,no,yes
8.211111111111112,9,4,3,9,no,yes,hadoop,medium,poor,Computer Architecture,security,job,product development,no,Autobiographies,Work,stubborn,Management,no,no
8.188888888888888,8,4,4,2,no,yes,r programming,excellent,excellent,Management,system developer,job,Web Services,no,Childrens,Work,gentle,Management,yes,yes
7.788888888888889,9,2,1,4,no,yes,distro making,excellent,poor,IOT,system developer,higherstudies,Sales and Marketing,no,Action and Adventure,salary,stubborn,Technical,yes,no
7.4,3,4,2,8,no,no,machine learning,excellent,medium,data engineering,testing,job,Service Based,no,Science fiction,salary,gentle,Management,no,no
8.166666666666668,5,6,6,7,yes,yes,full stack,poor,poor,Software Engineering,Business process analyst,job,product development,no,Trilogy,Work,gentle,Management,yes,yes
7.711111111111111,5,0,5,9,yes,yes,distro making,excellent,poor,Management,testing,higherstudies,product development,no,Diaries,Work,gentle,Management,yes,yes
7.911111111111111,6,5,4,4,yes,no,machine learning,excellent,excellent,hacking,testing,job,Cloud Services,yes,Poetry,Work,gentle,Management,no,yes
7.7666666666666675,1,1,9,9,no,yes,app development,poor,excellent,Software Engineering,Business process analyst,higherstudies,Finance,no,Science,Work,gentle,Management,no,yes
7.7,6,0,3,1,yes,yes,information security,excellent,medium,data engineering,security,higherstudies,Product based,no,Health,Work,stubborn,Technical,no,yes
7.633333333333333,7,3,9,3,yes,yes,app development,poor,medium,programming,testing,job,Web Services,no,Science,salary,gentle,Management,yes,yes
7.588888888888889,2,3,7,6,yes,yes,full stack,medium,medium,Software Engineering,developer,higherstudies,BPA,yes,Science,salary,stubborn,Management,no,no
7.144444444444444,5,5,5,4,yes,yes,distro making,poor,medium,Computer Architecture,security,higherstudies,Sales and Marketing,no,Action and Adventure,Work,stubborn,Management,no,yes
8.255555555555556,3,2,3,3,yes,no,r programming,poor,excellent,IOT,testing,higherstudies,Web Services,yes,Science,Work,stubborn,Management,yes,yes
8.055555555555555,2,4,3,4,no,yes,python,poor,medium,IOT,system developer,job,Testing and Maintainance Services,no,Travel,Work,gentle,Technical,yes,no
7.511111111111111,9,0,3,2,no,yes,machine learning,excellent,medium,programming,developer,job,Sales and Marketing,yes,Cookbooks,salary,gentle,Management,no,yes
7.688888888888888,1,2,4,9,no,yes,r programming,poor,medium,networks,cloud computing,job,Finance,no,Action and Adventure,Work,stubborn,Technical,no,no
7.833333333333333,6,5,8,8,yes,no,python,excellent,excellent,programming,testing,higherstudies,BPA,yes,Diaries,salary,gentle,Management,no,yes
7.466666666666667,1,3,1,8,yes,yes,distro making,excellent,excellent,Management,developer,higherstudies,BPA,yes,Horror,Work,stubborn,Technical,yes,no
7.088888888888889,4,2,6,7,no,no,shell programming,poor,medium,data engineering,Business process analyst,job,product development,yes,Horror,Work,gentle,Management,no,no
7.488888888888889,6,3,5,8,yes,no,machine learning,medium,medium,networks,system developer,higherstudies,BPA,yes,Science fiction,Work,stubborn,Technical,yes,yes
7.544444444444444,7,0,4,1,no,no,r programming,poor,poor,cloud computing,cloud computing,job,SAaS services,no,Childrens,salary,stubborn,Management,yes,no
7.433333333333333,9,2,8,9,yes,yes,information security,poor,excellent,IOT,Business process analyst,job,BPA,no,Art,salary,stubborn,Technical,no,yes
8.088888888888889,1,3,9,6,no,yes,information security,excellent,medium,Software Engineering,Business process analyst,higherstudies,Cloud Services,no,Comics,salary,gentle,Technical,no,no
7.488888888888889,8,2,5,3,no,no,information security,medium,excellent,hacking,testing,higherstudies,Web Services,no,Childrens,salary,gentle,Management,yes,no
7.833333333333333,2,3,4,9,yes,no,distro making,excellent,medium,parallel computing,cloud computing,job,SAaS services,no,Travel,Work,stubborn,Technical,yes,no
7.6,8,4,5,9,no,yes,shell programming,medium,medium,IOT,security,higherstudies,BPA,yes,Childrens,salary,stubborn,Management,yes,no
7.966666666666667,2,4,7,3,no,yes,shell programming,poor,poor,data engineering,testing,higherstudies,SAaS services,no,Series,Work,gentle,Management,yes,yes
8.188888888888888,7,0,6,8,no,no,information security,poor,poor,data engineering,cloud computing,job,Finance,yes,Encyclopedias,Work,stubborn,Technical,no,no
8.211111111111112,1,5,2,8,yes,no,r programming,medium,poor,Management,cloud computing,higherstudies,Sales and Marketing,no,Math,Work,gentle,Management,yes,yes
7.355555555555556,9,1,3,6,no,yes,machine learning,excellent,poor,networks,security,job,product development,yes,Trilogy,Work,stubborn,Management,yes,no
7.777777777777777,9,4,4,4,no,yes,app development,medium,medium,Computer Architecture,developer,higherstudies,Service Based,no,Guide,Work,gentle,Management,yes,no
7.788888888888889,5,4,9,3,no,yes,shell programming,excellent,excellent,Management,cloud computing,higherstudies,Product based,no,Art,salary,stubborn,Technical,yes,no
7.311111111111112,2,5,9,4,no,yes,python,poor,medium,Management,security,higherstudies,Service Based,yes,Science fiction,salary,stubborn,Technical,yes,yes
7.822222222222223,3,1,4,4,no,no,app development,medium,medium,programming,developer,higherstudies,Finance,yes,Guide,Work,gentle,Management,yes,yes
7.788888888888889,4,6,6,1,no,yes,shell programming,medium,poor,programming,system developer,higherstudies,Sales and Marketing,no,Health,salary,stubborn,Technical,no,yes
7.522222222222223,5,5,3,4,no,no,python,poor,poor,Management,system developer,higherstudies,Finance,no,Horror,salary,gentle,Management,no,yes
7.7,6,2,4,6,yes,yes,python,medium,medium,Computer Architecture,testing,higherstudies,Finance,yes,Drama,salary,stubborn,Management,no,no
7.977777777777777,5,1,9,3,yes,yes,python,medium,medium,programming,Business process analyst,higherstudies,Product based,yes,Cookbooks,salary,gentle,Management,no,yes
7.411111111111111,3,5,7,8,yes,yes,python,poor,medium,programming,cloud computing,higherstudies,Service Based,yes,Action and Adventure,Work,stubborn,Management,no,yes
8.055555555555555,2,6,2,6,no,no,machine learning,poor,medium,Management,system developer,higherstudies,product development,yes,Health,Work,stubborn,Technical,no,yes
7.4222222222222225,7,1,9,5,no,no,distro making,excellent,excellent,hacking,security,higherstudies,product development,yes,Autobiographies,Work,gentle,Management,yes,no
7.2333333333333325,7,4,6,2,no,yes,full stack,excellent,excellent,hacking,Business process analyst,job,product development,yes,Health,Work,gentle,Technical,yes,no
7.7333333333333325,8,0,7,3,yes,no,information security,poor,excellent,data engineering,system developer,higherstudies,SAaS services,no,Mystery,Work,stubborn,Technical,no,no
7.677777777777777,1,5,4,9,yes,yes,app development,medium,excellent,hacking,developer,job,SAaS services,yes,Mystery,Work,gentle,Management,yes,no
7.9,8,4,4,7,yes,no,hadoop,excellent,excellent,networks,developer,higherstudies,Web Services,yes,Trilogy,salary,gentle,Technical,yes,yes
8.033333333333333,8,6,8,2,yes,yes,r programming,medium,poor,Computer Architecture,cloud computing,job,Web Services,yes,Action and Adventure,Work,stubborn,Management,yes,yes
7.555555555555555,2,5,9,4,yes,no,python,medium,excellent,IOT,cloud computing,higherstudies,product development,no,Health,Work,gentle,Technical,no,no
7.7555555555555555,4,5,9,2,no,yes,python,excellent,poor,IOT,cloud computing,higherstudies,SAaS services,no,Self help,salary,gentle,Technical,no,no
7.2333333333333325,7,0,9,5,yes,yes,information security,poor,medium,networks,testing,higherstudies,Web Services,no,Horror,salary,gentle,Technical,no,no
7.944444444444445,5,5,8,9,no,yes,app development,excellent,excellent,parallel computing,cloud computing,higherstudies,product development,yes,Art,Work,gentle,Technical,no,yes
8.233333333333333,7,4,9,6,yes,yes,hadoop,excellent,excellent,programming,cloud computing,job,BPA,no,Health,Work,stubborn,Management,no,yes
8.11111111111111,2,2,3,4,no,no,app development,poor,poor,Computer Architecture,security,higherstudies,SAaS services,no,Fantasy,Work,stubborn,Technical,yes,no
7.711111111111111,1,0,1,7,yes,yes,full stack,poor,medium,cloud computing,cloud computing,higherstudies,Web Services,yes,Prayer books,Work,stubborn,Management,no,no
7.944444444444445,3,3,9,1,yes,yes,r programming,poor,poor,Management,developer,job,Web Services,no,Guide,salary,stubborn,Management,no,yes
7.622222222222223,6,3,9,4,yes,yes,hadoop,poor,poor,networks,security,job,Service Based,yes,Religion-Spirituality,salary,stubborn,Management,no,yes
7.355555555555556,2,3,3,5,yes,no,information security,excellent,medium,hacking,testing,higherstudies,SAaS services,no,Romance,Work,gentle,Management,no,yes
7.466666666666667,9,2,3,6,yes,no,full stack,medium,medium,data engineering,developer,higherstudies,Testing and Maintainance Services,no,Horror,Work,stubborn,Technical,yes,yes
7.433333333333333,9,6,9,2,no,yes,machine learning,excellent,medium,Computer Architecture,cloud computing,job,Sales and Marketing,no,Self help,salary,gentle,Technical,yes,yes
7.888888888888888,2,5,8,9,no,no,information security,poor,medium,parallel computing,testing,job,Sales and Marketing,yes,Encyclopedias,salary,gentle,Management,yes,yes
7.7444444444444445,5,0,2,9,no,no,hadoop,medium,excellent,data engineering,security,higherstudies,Web Services,no,Art,Work,gentle,Management,yes,no
7.822222222222223,5,6,5,6,yes,yes,full stack,medium,poor,programming,Business process analyst,job,Finance,yes,Satire,Work,stubborn,Management,no,yes
7.7555555555555555,3,5,1,3,no,yes,hadoop,medium,poor,parallel computing,Business process analyst,higherstudies,product development,yes,Biographies,salary,gentle,Management,no,yes
7.433333333333333,3,3,5,1,no,yes,python,excellent,poor,cloud computing,system developer,job,Service Based,no,Autobiographies,Work,gentle,Management,yes,yes
7.411111111111111,1,4,2,5,no,yes,full stack,poor,excellent,Software Engineering,Business process analyst,higherstudies,SAaS services,no,Guide,Work,stubborn,Management,yes,yes
7.5777777777777775,2,0,9,1,no,no,shell programming,medium,poor,Computer Architecture,Business process analyst,job,Cloud Services,yes,Poetry,salary,stubborn,Management,no,yes
7.944444444444445,2,0,8,9,yes,no,r programming,poor,medium,programming,security,higherstudies,product development,yes,Religion-Spirituality,salary,gentle,Management,yes,no
8.5,1,0,6,2,no,yes,shell programming,poor,excellent,parallel computing,Business process analyst,higherstudies,Product based,yes,Encyclopedias,salary,gentle,Management,yes,yes
6.966666666666667,6,0,7,3,yes,yes,python,excellent,medium,Management,Business process analyst,job,Finance,no,Guide,Work,gentle,Management,no,yes
7.2555555555555555,8,2,9,8,no,yes,shell programming,medium,excellent,hacking,testing,job,Service Based,no,History,Work,stubborn,Technical,yes,no
7.122222222222223,8,2,4,4,no,yes,distro making,poor,excellent,data engineering,developer,higherstudies,SAaS services,no,Comics,salary,gentle,Technical,no,yes
7.588888888888889,2,0,7,3,no,no,shell programming,medium,medium,Management,testing,job,Sales and Marketing,no,Satire,salary,stubborn,Technical,no,no
7.833333333333333,3,0,1,9,yes,no,information security,medium,excellent,parallel computing,security,job,Sales and Marketing,yes,Cookbooks,Work,stubborn,Technical,no,no
7.5777777777777775,8,4,4,6,no,no,information security,poor,medium,Software Engineering,cloud computing,job,Product based,yes,Childrens,salary,stubborn,Technical,no,yes
7.777777777777777,7,4,4,1,yes,yes,full stack,poor,poor,data engineering,testing,higherstudies,Product based,no,Trilogy,Work,gentle,Management,no,yes
7.466666666666667,8,5,2,6,no,no,distro making,medium,poor,cloud computing,security,higherstudies,SAaS services,yes,History,Work,gentle,Technical,no,no
7.855555555555556,1,1,8,3,yes,no,shell programming,medium,excellent,cloud computing,security,higherstudies,SAaS services,yes,Art,salary,stubborn,Management,yes,no
7.455555555555556,8,6,1,4,no,yes,hadoop,poor,poor,cloud computing,cloud computing,higherstudies,SAaS services,no,Mystery,salary,stubborn,Management,no,yes
